author,comment,rate,date
Nawel Lakhdar,Pas mal,4,1462312800000
elisabeth derongs,Tres bien,5,1462312800000
Saâd Zibouche,Cool Bien.,4,1481065200000
Ayoub Boulahrouz,Tres bien,4,1462312800000
saclier jean louis,Très bien,5,1462312800000
Vanessa Ferreira,Bonne application,3,1462572000000
melanie chacon,Super application ! !!,5,1462312800000
Ty Nguyen,C'est super et pratique,5,1462399200000
Marina Mezzanotte,"Super appli!,,,",5,1462312800000
elodie puravel,Pas mal,4,1462312800000
kadic dina,Super cool! :-),5,1462312800000
Emma Boisseau,J'aime Bonne application,4,1462312800000
Belhout Amine,Pas mal,3,1462312800000
Sylvie Edouard,Bonne appli,4,1462399200000
Françoise Remaud Depas,Version antérieure mieux,3,1462485600000
G. Yann,Bien mieux,5,1462572000000
Damien Reverdy,Trop bien,5,1462312800000
Yifang Mortamais - Hu,Facile à utiliser,4,1462399200000
Audrey DIEHL,Je recommande,5,1462399200000
Nicolas JOULE,Super appli,5,1462917600000
Cécile BIRARD,Pratique Pratique et rapide.,4,1462399200000
MrYetigel,Pas mal,4,1462312800000
Erol Zorlu,Bonne application,5,1462312800000
chantal Aboulicam,Super contente 😀😀😀 ☺☺☺☺☺☺☺,5,1462399200000
Alice Simon,J'adore ce site.,4,1462485600000
Marie Pierre Nicola,Tres pratique,5,1462917600000
Denise Ossatanga,Super convivial,4,1462312800000
TITIA,Pas mal,4,1462399200000
Eric Mouney,Juste parfait.,5,1462399200000
Jean-Baptiste Tamas-Leloup,Simple et intuitif,5,1462312800000
Miks Mlk,Bg,5,1462399200000
Stephanie Cartier,Super application,5,1462312800000
Jonathan Gracias,Des bonne offre,5,1462399200000
Barbara Bucher,Top,5,1462312800000
Tristan Tessier,Bon site,5,1462744800000
stéphane Marechal,Pratique et efficace,5,1462399200000
laurent Hernandez,Cool,4,1462744800000
Berengere Garen,Toujours plus L'achat appelle l'achat ... toujours bcp de choix .... un concept performant concernant un panier à valider rapidement avant de perdre vos supers bonnes affaires ! Mais malheureusement frais de port trop chers voir abusifs compte tenu des prix pratiqués ... Le tout dans un délai de livraison très lent ... vraiment deux points sensibles à améliorer. . Que dire à part rester attentif aux prix du site et de ceux pratiquer dans le commerce. Dans l'attente.... cordialement,3,1459461600000
Delphine Souteyrat,"Bien Bonne application. Toutefois il y a des améliorations à faire au niveau de vos ventes. Premièrement,  merci de faire comme vos concurrents pour les frais de port, de créer un pass moyennant une somme n'excédant pas les 20€ comme showroom qui donne la gratuité des frais de port au delà de 20€ de commande, car vos frais de port sont juste excessifs. Deuxièmement le fais que nous ne puissions pas mettre plusieurs commandes dans le panier, bazarchic le fait. Sinon vous avez de super offre.",3,1459375200000
Ludivine Roussel,Pratique,3,1462312800000
Aurélien AGATHON,"Pfffff mise à jour inefficace Depuis la mise à jour, le retour arrière ne fonctionne plus... contraint de fermer l'application pour poursuivre la visite d'autres articles d'une même marque. Déjà que le défilement revenait chaque fois en haut de page lorsqu'on veut consulter la marque suivante. Bref une mise à jour déficiente sur S4.",2,1460152800000
Noémie BLANCHET,Top J'adoreeee,5,1462831200000
nat rapin,Fluide efficace,5,1462917600000
Mohammed Beouch,Cool,5,1487113200000
Fred K,Excellent,4,1462312800000
pierre Garat,Super,5,1462312800000
Sam Belagio,Cool,5,1462831200000
Bernard Clemence,Génial,5,1462658400000
Aurelie CHATELIN,"Bien mais... Je commande souvent sur VP mais c'est super looooooooong pour se faire livrer. En plus les frais de port pour chaque commande c'est un peu abusé quand même! Payer 6,50€ pour acheter un article à 3€ ben non désolée! Un panier unique serait le bienvenu ou pourquoi pas mettre en place un système d'abonnement annuel qui exonère les frais de livraison!",3,1459548000000
friter Proroga,Nickel j'adore,5,1462485600000
thomas drevon,Cool,4,1462312800000
Sylvie Edouard,Bonne appli,4,1462399200000
zaid Mohammed,Nikel,5,1462399200000
Czekay Maeva,Super,5,1462485600000
Caly Blanc,Pratique,5,1462312800000
Christophe Malavialle,Super,5,1462658400000
Lolita Lenot,Pas mal mais quelques defaufs L application est bien. De nombreuses photos du produit en général. Des prix attractifs mais pas toujours. Il est dommage de ne pouvoir cumuler les achats sur plusieurs ventes d autant plus que les frais de port sont comptes pour chaque vente (je trouve ça un peu abusé ). Et les livraisons sont très longues comparé à d autres site du même genre.,3,1459375200000
Crosswarrior 24,Très bien,4,1462485600000
THE KING 74,"Pas tres rapide Je commande souvent j ai jamais eu de problème, mais là ça fait 2 fois que j attends plus d 1 mois les commandes. Un peu de rapidité ne ferai pas de mal vu le prix des frais de port. Nous ne sommes pas que des vaches a lait",3,1458946800000
Sandrine Coste,Super Super,5,1462399200000
astrel cadet,Good,5,1462399200000
,Bien Bien,4,1462917600000
ayoub chataker,ça va,4,1462485600000
Dalya Naidji,Bof...,3,1462658400000
Vanessa v,Genialissime,5,1462312800000
Nelly Boncompain,Top Top top,5,1462399200000
Yves Arnaud,Cool appli Cool appli,4,1462312800000
arlette mpassi,Super,5,1462312800000
Jab Jiji,Nikel J'adore,5,1462312800000
Nicolas Challat,Excellent,5,1462312800000
Ronan Toullec,Parfait,5,1462312800000
Heni Meki,Cool,4,1462399200000
Alex C,Top Super,5,1462399200000
Elodie Venancio,J'adore,5,1462312800000
maxssiap,Cool,5,1462312800000
Laura Tounssi,"Super site Ergonomie du site simple, énormément de choix. Pour tous les goûts et pour tout le monde ! Les gros bémol de ce site sont les frais et délais de livraison. Pour chaque vente des frais sont facturés avec un minimum de 4,50€ et les délais sont beaucoup trop long (au minimum 3 semaines). Excessif pour le tarif... mais on fait avec car site génial !!",4,1459375200000
Mel Thr,"Ne respecte pas les délais. Commande passée le 15 août pour une livraison le 12 septembre, le 22 novembre après des dizaine d appels, remboursement toujours pas effectué.  Impossible de se connecter car selon eux les identifiants sont incorrect.",1,1511305200000
Fabrice M.,"Au niveau ! Le seul bémol est lié au fonctionnement du site, le prix vraiment élevé des frais de port, surtout comparé à des sites concurrents. Et le fait de ne pas pouvoir grouper des achats pour diminuer l'impact négatif des frais de port un autre inconvénient. Sinon, l'appli VP fait le job, et le fait bien. L'accès aux ventes est fluide, le processus d'achat est simple, au niveau du site. De plus, techniquement l'appli assure, peu ou pas de bug. Dommage ces frais de port...",4,1459461600000
Isabel Gagnerault,"Application pratique. Le HIC du site  (pas de l'appli) : 1 frais de port par vente, même si on cumule plusieurs ventes, c'est dommage, ça freine certains achats d'1 pièce,  par exemple 😕",4,1459461600000
Fee KlochT,Produits + frais de livraisons -- J achète depuis des années sans souci les retours n ont jamais été problématique. Les produits et prix sont intéressants on y fait vraiment des affaires. Par contre les délais sont vraiment longs sur certaines ventes contrairement aux concurrents et les frais de livraisons sont vraiment trop élevés. Quant à  l appli elle n  apporte pas grand chose de + on ne peux zoomer sur les produits : un comble sur un Smartphone par exemple,3,1459033200000
Laure MEMBRADO,Je passe mon temps à acheter mais... Frais de port trop chers... de plus on ne peut pas faire plusieurs ventes dans le même panier ce qui n'est pas commode.  Et les délais de livraison beeeeaaaauuuucccoooouuuuuppppp trop longs. Mais de très bonnes affaires quand même,3,1459375200000
Eric DEPREZ,"Une boîte uniquement pour faire du fric Tout est dans le titre. Des frais de port exorbitants, des pratiques commerciales à la limite de l'irrespect du client. Une application digne des années Spectrum. Et enfin, de nombreux articles moins chers sur de vrais sites marchands. Faites l'expérience!",1,1459375200000
Alexandre Arnaud,"Bonne appli Pas de critiques particulières sur l'application, elle est fluide et marche correctement de plus elle est ergonomique, les critiques sont plus envers VP qui pratiquent des frais de ports exorbitants qui souvent font vite relativiser sur le gain au coût des articles! Néanmoins bon site!",4,1459893600000
agathe komasa,Je commande très régulièrement et j'adore.       Des ventes par marques avec beaucoup de choix à des prix vraiment réduits. Une livraison dans les temps et parfois même en avance.      Juste petite déception sur certaines ventes où la qualité des articles n'est pas terrible,5,1458601200000
Annaïck DUMOULIN,"Très bonne appli Très bonne appli, je n'utilise que très rarement le site.  Un truc qui pourrait être sympa dans vos ventes : à l'instar de sites spécialisés dans les chaussures, mais c'est valable pour l'habillement en général,  ajouter dans le descriptif comment ça taille. Merci !",4,1459375200000
Stéphanie Sevestre,Satisfaite L'application es très bien . C'est clair facile d'utilisation . La livraison es longue c'est dommage zt dommage qu'ont puisse pas regroupe les achat d'une vente à une autre si non j'adore vente privé,4,1459375200000
Camille Beauregard,Bien mais.... C est le principe de fonctionement du site qui ne va pas . Le service contact et aide ne reponds pas . L application et lourde a charger . Les frais de port son enorme en plus...,2,1459461600000
Catherine CLAUDEL,"Les frais de port sont élevés et la qualité pas toujours au rendez vous. Dernièrement sur une vente Jardin, envoyée en 3 fois, j'ai dû tout retourner colis après colis, car les articles étaient défectueux. Quel temps perdu ! Et je n'ai pas eu un mot d'excuse pour tous ces désagréments !",3,1504821600000
Sonia Hamza,"Fonctionne bien c'est assez fluide. Je trouve juste que c'est dommage que les ventes à venir sont accessibles tout en bas de la liste. Il faut dérouler toutes les ventes... Il me semblait qu'il y avait avant une zone titrée  ""Prochainement""",3,1459375200000
Claudina Mendes,Je vais sur l'appli tous les jours et je n'ai jamais constaté aucun bug. Tout fonctionne toujours bien. L'ideal serait de pouvoir mixer les produits de plusieurs ventes sans devoir multiplier les frais de ports par le nombre de ventes sélectionnées,5,1459548000000
kartelina menuet,Quelques bémol Le panier unique sa existe pas chez vous et chaque articles il y a des frais de ports que je trouve exagéré tout pour se faire du fric ben dsl sa décourage les gens et sa c'est dégueulasse de plus vous ne livrez mm pas dans les doms Tom C encore une fois dommage faites c'est modif et vous serez au top,3,1459548000000
Benedicte Tempier,Prix de port Toujours les mêmes marques prix du port  trop élevé.  Si on commande le même jour plusieurs marques différentes on paie le port à chaque fois ça reviens à trop cher.,3,1459720800000
,"Bien L'appli fait son job, le design est soigné et il y n'y a aucun bug pour ma part. Je regrette cependant l'impossibilité de pouvoir acheter dans des VP différentes afin de réduire les coûts de livraison. Les coûts de livraison sont assez chers, les délais très longs et les prix d'origine affichés sont gonflés pour faire croire qu'on fait vraiment une affaire.",4,1459375200000
Beatrice LOUREIRO,Easy J'adore pratique et simple. Le souci c'est les frais de port trop élevés aller et retour. Le fait de ne pas pas pouvoir faire un seul panier pour plusieurs ventes augmente encore ces frais et les bug de livraison en point relais parfois le colis se promène.,3,1459634400000
Aurélien AGATHON,"Pfffff mise à jour inefficace Depuis la mise à jour, le retour arrière ne fonctionne plus... contraint de fermer l'application pour poursuivre la visite d'autres articles d'une même marque. Déjà que le défilement revenait chaque fois en haut de page lorsqu'on veut consulter la marque suivante. Bref une mise à jour déficiente sur S4.",2,1460152800000
Bruno Caille,"Bonne application mais peu mieux faire Très facile à utiliser,  commande  passée  rapidement.Navigation fluide et agréable.  Pour certains  articles le descriptif est parfois un peu sommaire surtout pour tout ce qui est sport. Par exemple  les chaussures de sport, pour quelle utilisation, quel type de pied...enfin bref des infos qu'il faut aller chercher chez le fabricant  donc parfois perte de temps. C'est vrai que la politique des frais de port pourrait être revue.",4,1459720800000
Cyril Merzy,Bonne application Certes les prix sont intéressants mais le panier qui est limité dans le temps est un peu galère du coup pas vraiment le temps de tout bien regarder à la fin sur le panier ah j'oubliais tu ne fais pas attention et au lieu d'effacer un article tu efface tout et impossible de revenir en arrière franchement après trois quart d'heure à regarder calculer ....vous  avez loupé une vente de 150€ Ah oui et j'oubliais le délai pour avoir les articles trop long acheter le 25 février nous sommes le 23 mars et tjrs rien,3,1460930400000
Patrick Thievet,"Peut mieux faire! D'accord avec d'autres, il serait souhaitable de pouvoir regrouper certains produits dans son panier, et d'alléger les frais de livraison. Les délais de livraison sont souvent imprécis.",4,1459375200000
Mathieu LABONNE,Bonne appli mais mauvaises pratiques. Les prix barrés n existent pas et les prix remisés sont souvent plus élevés que la normale. Il faut tjs comparer avant d acheter sur VP... dans 9 cas sur 10 c'est de l arnaque!,1,1459375200000
